FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
131514.545	132181.021	669.832	972.857	517.449	0.000	0.000	1.042	0.287	0.217	0.906	0.896	Adult115	data
132201.062	132401.059	203.244	956.231	470.194	0.000	0.000	1.042	0.242	0.123	0.700	0.728	Adult115	data
132447.642	133280.871	836.583	409.370	265.373	0.000	0.000	1.042	0.220	0.292	1.265	0.648	Adult115	data
133327.562	134330.669	1006.476	963.793	509.012	0.000	0.000	1.042	0.352	0.350	1.397	1.653	Adult115	data
134384.075	134600.659	219.923	1592.224	926.650	0.000	0.000	1.042	0.306	0.572	0.917	1.474	Adult115	data
134624.040	135300.615	679.821	1572.624	892.123	0.000	0.000	1.042	0.296	0.473	1.155	1.791	Adult115	data
135340.589	136300.461	963.137	994.888	531.226	0.000	0.000	1.042	0.347	0.376	1.199	1.570	Adult115	data
136383.775	136577.049	196.637	1605.629	937.002	0.000	0.000	1.042	0.235	0.116	0.659	0.433	Adult115	data
136597.009	137176.930	583.254	1567.755	888.395	0.000	0.000	1.042	0.331	0.594	1.663	1.477	Adult115	data
137223.607	138326.814	1106.485	971.688	491.631	0.000	0.000	1.042	0.306	0.444	1.442	1.534	Adult115	data
138383.477	139206.624	826.499	403.900	247.654	0.000	0.000	1.042	0.209	0.246	1.138	0.865	Adult115	data
139266.645	139459.908	196.634	960.115	467.700	0.000	0.000	1.042	0.292	0.247	1.104	0.802	Adult115	data
139483.237	140333.124	853.244	974.747	502.270	0.000	0.000	1.042	0.358	0.293	1.178	1.384	Adult115	data
140396.501	141139.696	746.559	408.119	254.358	0.000	0.000	1.042	0.232	0.135	0.875	0.705	Adult115	data
141232.974	141432.970	203.354	971.332	484.580	0.000	0.000	1.042	0.251	0.150	0.966	0.631	Adult115	data
141456.270	142332.822	879.911	991.107	512.845	0.000	0.000	1.042	0.295	0.283	1.220	1.234	Adult115	data
142386.143	142672.790	290.002	1495.413	261.427	0.000	0.000	1.042	0.275	0.198	0.870	0.982	Adult115	data
142696.074	143162.694	469.973	1544.809	232.967	0.000	0.000	1.042	0.251	0.150	0.869	0.755	Adult115	data
143255.963	144242.498	989.885	970.562	519.304	0.000	0.000	1.042	0.399	0.691	1.855	1.811	Adult115	data
144285.847	144552.451	269.944	1492.614	784.188	0.000	0.000	1.042	0.837	0.957	0.975	2.590	Adult115	data
144572.487	144745.828	176.607	1577.035	863.437	0.000	0.000	1.042	0.673	0.630	0.982	2.519	Adult115	data
144825.776	145089.045	266.628	469.976	849.483	0.000	0.000	1.042	0.205	0.164	0.879	0.770	Adult115	data
145109.084	145452.323	346.576	407.030	880.623	0.000	0.000	1.042	0.239	0.195	0.818	0.667	Adult115	data
145528.999	145792.271	266.620	956.477	510.960	0.000	0.000	1.042	0.349	0.293	1.003	1.420	Adult115	data
145812.308	146328.844	519.906	990.897	500.944	0.000	0.000	1.042	0.371	0.277	1.002	1.061	Adult115	data
146388.874	147215.371	829.861	389.461	240.460	0.000	0.000	1.042	0.236	0.147	0.783	0.858	Adult115	data
147242.046	147382.017	143.321	491.112	304.476	0.000	0.000	1.042	0.204	0.082	0.439	0.482	Adult115	data
147418.734	147675.272	259.898	913.948	486.586	0.000	0.000	1.042	0.373	0.278	1.023	0.864	Adult115	data
147695.305	147968.656	276.627	952.990	510.735	0.000	0.000	1.042	0.362	0.232	0.847	1.141	Adult115	data
147988.577	148315.225	330.010	1029.676	529.411	0.000	0.000	1.042	0.423	0.337	1.154	1.260	Adult115	data
148368.521	149191.788	826.629	1595.546	868.502	0.000	0.000	1.042	0.493	0.598	1.310	2.999	Adult115	data
149245.090	149405.107	163.263	1025.937	499.620	0.000	0.000	1.042	0.262	0.146	0.752	0.572	Adult115	data
149428.395	150314.926	889.890	962.520	506.235	0.000	0.000	1.042	0.310	0.270	1.029	1.347	Adult115	data
150368.216	151321.411	956.516	1526.348	283.867	0.000	0.000	1.042	0.244	0.205	1.311	1.254	Adult115	data
151374.791	152334.560	963.142	953.760	504.453	0.000	0.000	1.042	0.292	0.395	1.539	1.530	Adult115	data
152391.224	152881.232	493.252	1589.723	873.564	0.000	0.000	1.042	0.342	0.467	1.087	1.383	Adult115	data
152887.831	153267.791	383.313	1571.777	846.134	0.000	0.000	1.042	0.371	0.399	1.051	1.309	Adult115	data
153324.429	154367.628	1046.563	950.335	514.163	0.000	0.000	1.042	0.312	0.488	1.393	1.571	Adult115	data
154424.282	155064.248	643.232	1582.188	860.878	0.000	0.000	1.042	0.550	0.436	0.901	2.486	Adult115	data
155117.546	155317.541	203.237	1024.341	525.287	0.000	0.000	1.042	0.267	0.209	0.977	0.729	Adult115	data
155340.833	155487.434	149.928	971.433	542.235	0.000	0.000	1.042	0.410	0.583	1.279	1.227	Adult115	data
155494.129	156354.012	863.241	967.924	507.479	0.000	0.000	1.042	0.290	0.380	1.181	1.692	Adult115	data
156414.032	157323.853	913.177	412.094	255.113	0.000	0.000	1.042	0.208	0.118	0.686	0.822	Adult115	data
157373.833	157613.759	243.304	926.158	495.929	0.000	0.000	1.042	0.352	0.304	0.968	0.962	Adult115	data
157633.819	158380.363	749.907	969.758	505.823	0.000	0.000	1.042	0.271	0.270	1.167	1.050	Adult115	data
158473.646	158866.907	396.625	434.327	884.590	0.000	0.000	1.042	0.162	0.116	0.858	0.618	Adult115	data
158886.956	159283.577	399.984	403.067	864.595	0.000	0.000	1.042	0.203	0.095	0.735	0.542	Adult115	data
159363.532	160343.335	983.165	976.927	506.754	0.000	0.000	1.042	0.303	0.425	1.568	1.120	Adult115	data
160403.358	160709.973	309.956	432.385	245.263	0.000	0.000	1.042	0.183	0.114	0.586	0.670	Adult115	data
160729.998	161159.990	433.254	400.808	231.802	0.000	0.000	1.042	0.206	0.096	0.498	0.544	Adult115	data
161226.612	161376.557	153.305	947.159	467.122	0.000	0.000	1.042	0.291	0.241	1.061	0.859	Adult115	data
161399.845	162329.709	933.225	975.272	490.693	0.000	0.000	1.042	0.338	0.237	1.107	1.334	Adult115	data
162379.767	162676.397	299.989	1500.929	262.695	0.000	0.000	1.042	0.229	0.186	0.922	0.948	Adult115	data
162696.326	163189.618	496.627	1543.703	203.553	0.000	0.000	1.042	0.228	0.109	0.759	0.745	Adult115	data
163249.596	163446.243	200.006	923.966	474.554	0.000	0.000	1.042	0.380	0.289	0.738	0.982	Adult115	data
163466.291	164326.164	863.131	957.501	492.187	0.000	0.000	1.042	0.348	0.210	0.920	1.310	Adult115	data
164382.815	164709.352	329.894	1500.818	258.572	0.000	0.000	1.042	0.257	0.181	1.093	0.910	Adult115	data
164732.753	165355.906	626.518	1534.119	211.139	0.000	0.000	1.042	0.244	0.234	0.780	1.082	Adult115	data
165405.968	165629.231	226.599	924.666	487.791	0.000	0.000	1.042	0.316	0.237	0.890	0.987	Adult115	data
165652.598	166362.443	713.198	966.941	486.203	0.000	0.000	1.042	0.296	0.179	0.762	1.432	Adult115	data
166415.733	166862.418	449.957	405.077	271.398	0.000	0.000	1.042	0.218	0.116	0.600	0.603	Adult115	data
166885.707	167208.989	326.634	394.114	227.841	0.000	0.000	1.042	0.211	0.096	0.512	0.692	Adult115	data
167265.651	167495.649	233.249	961.210	447.606	0.000	0.000	1.042	0.285	0.236	1.067	0.829	Adult115	data
167515.583	168352.170	839.946	972.242	488.813	0.000	0.000	1.042	0.329	0.395	1.112	1.660	Adult115	data
168408.830	169348.660	943.185	405.867	237.104	0.000	0.000	1.042	0.234	0.621	1.492	1.164	Adult115	data
169398.626	169665.329	269.992	929.223	478.924	0.000	0.000	1.042	0.326	0.404	1.395	1.163	Adult115	data
169688.626	170361.836	676.568	956.330	501.139	0.000	0.000	1.042	0.332	0.278	1.088	1.137	Adult115	data
170411.888	170575.148	166.623	1535.921	836.350	0.000	0.000	1.042	0.478	0.424	0.884	2.345	Adult115	data
170591.837	171321.719	733.229	1553.386	868.778	0.000	0.000	1.042	0.393	0.413	1.271	1.913	Adult115	data
171371.646	171768.269	399.988	955.895	512.196	0.000	0.000	1.042	0.360	0.277	0.930	1.145	Adult115	data
171791.578	172371.510	583.276	979.917	491.888	0.000	0.000	1.042	0.333	0.442	1.384	0.997	Adult115	data
172431.518	172661.524	233.276	1513.769	791.378	0.000	0.000	1.042	0.617	0.640	0.932	3.530	Adult115	data
172684.812	173368.101	686.534	1559.014	849.548	0.000	0.000	1.042	0.554	0.721	2.429	3.115	Adult115	data
173411.322	173774.695	366.615	976.812	515.265	0.000	0.000	1.042	0.336	0.334	1.058	1.238	Adult115	data
173794.633	174344.568	553.277	957.195	488.200	0.000	0.000	1.042	0.382	0.314	1.349	2.019	Adult115	data
174397.865	175187.758	793.241	401.879	249.227	0.000	0.000	1.042	0.226	0.174	0.800	0.970	Adult115	data
175237.796	175674.402	439.857	934.586	481.063	0.000	0.000	1.042	0.337	0.386	1.302	1.330	Adult115	data
175694.345	176334.285	643.302	969.557	490.564	0.000	0.000	1.042	0.344	0.285	1.089	1.050	Adult115	data
176390.949	177207.475	819.899	392.658	251.945	0.000	0.000	1.042	0.235	0.261	0.748	1.198	Adult115	data
177267.497	177434.126	169.906	945.547	462.873	0.000	0.000	1.042	0.293	0.220	1.061	0.770	Adult115	data
177457.426	178327.268	873.200	949.313	509.860	0.000	0.000	1.042	0.346	0.493	1.443	1.756	Adult115	data
178443.953	179223.772	783.184	1588.039	913.917	0.000	0.000	1.042	0.266	0.303	1.500	1.241	Adult115	data
179283.793	180363.700	1083.156	959.976	502.349	0.000	0.000	1.042	0.311	0.366	1.357	1.299	Adult115	data
180416.998	180693.588	279.948	1487.666	277.387	0.000	0.000	1.042	0.257	0.218	1.124	0.964	Adult115	data
180713.641	181130.187	419.902	1536.726	214.663	0.000	0.000	1.042	0.254	0.125	0.592	0.788	Adult115	data
181216.854	182379.980	1166.471	963.684	497.558	0.000	0.000	1.042	0.323	0.324	1.057	1.637	Adult115	data
182466.640	183339.845	876.563	1597.369	892.534	0.000	0.000	1.042	0.248	0.286	1.148	1.564	Adult115	data
183393.154	183716.435	326.632	944.279	499.189	0.000	0.000	1.042	0.302	0.219	0.881	0.967	Adult115	data
183739.828	184366.343	629.877	973.961	492.812	0.000	0.000	1.042	0.312	0.277	0.879	1.341	Adult115	data
184423.003	185159.594	739.950	406.046	272.757	0.000	0.000	1.042	0.242	0.154	0.890	0.856	Adult115	data
185226.222	186372.767	1149.789	958.304	503.349	0.000	0.000	1.042	0.332	0.317	1.308	1.270	Adult115	data
186429.429	187232.645	806.473	421.699	282.728	0.000	0.000	1.042	0.228	0.131	0.823	0.726	Adult115	data
187315.956	188365.734	1053.139	950.349	528.915	0.000	0.000	1.042	0.304	0.281	0.921	1.621	Adult115	data
188429.128	189412.294	986.438	422.313	867.308	0.000	0.000	1.042	0.386	0.474	0.973	2.566	Adult115	data
189462.235	189612.200	153.306	820.559	614.676	0.000	0.000	1.042	0.582	0.658	0.965	2.421	Adult115	data
189632.223	189838.816	209.947	943.228	546.591	0.000	0.000	1.042	0.316	0.240	0.813	1.110	Adult115	data
189865.572	190152.128	289.921	961.638	516.790	0.000	0.000	1.042	0.300	0.164	0.754	0.737	Adult115	data
190172.177	190405.418	236.607	993.602	477.704	0.000	0.000	1.042	0.314	0.193	0.784	0.902	Adult115	data
190458.734	191218.607	763.234	1539.577	239.284	0.000	0.000	1.042	0.223	0.151	0.926	0.861	Adult115	data
191278.628	191442.005	166.635	882.996	463.179	0.000	0.000	1.042	0.395	0.254	0.845	0.960	Adult115	data
191461.936	192355.184	896.493	958.879	508.297	0.000	0.000	1.042	0.345	0.325	1.207	1.541	Adult115	data
192425.173	192688.420	266.615	1553.009	910.066	0.000	0.000	1.042	0.316	0.626	1.113	1.683	Adult115	data
192695.149	192948.328	256.554	1585.419	919.758	0.000	0.000	1.042	0.211	0.116	0.816	0.372	Adult115	data
192968.374	193311.697	346.577	1561.818	879.855	0.000	0.000	1.042	0.596	0.499	1.309	2.032	Adult115	data
193358.286	193611.573	256.637	914.398	529.850	0.000	0.000	1.042	0.287	0.164	0.633	0.873	Adult115	data
193634.979	194358.123	726.509	968.464	506.990	0.000	0.000	1.042	0.270	0.162	0.901	0.822	Adult115	data
194411.541	195074.691	666.492	418.388	242.230	0.000	0.000	1.042	0.229	0.135	0.760	0.720	Adult115	data
195188.003	195464.690	280.047	996.905	523.905	0.000	0.000	1.042	0.303	0.314	1.230	1.154	Adult115	data
195487.966	195741.274	256.668	868.486	549.256	0.000	0.000	1.042	0.372	0.224	0.667	1.017	Adult115	data
195764.559	195944.622	183.330	839.136	556.410	0.000	0.000	1.042	0.321	0.182	0.592	0.808	Adult115	data
195967.914	196481.219	516.550	1000.885	536.842	0.000	0.000	1.042	0.286	0.334	1.106	0.968	Adult115	data
196687.817	196971.118	286.555	835.948	551.613	0.000	0.000	1.042	0.359	0.461	1.037	1.869	Adult115	data
196997.773	197650.956	656.518	1001.315	556.331	0.000	0.000	1.042	0.285	0.271	1.012	1.061	Adult115	data
197674.335	197877.590	206.606	1096.024	556.642	0.000	0.000	1.042	0.289	0.179	0.617	0.864	Adult115	data
197904.223	198030.893	130.024	867.009	573.340	0.000	0.000	1.042	0.335	0.238	0.681	0.849	Adult115	data
198050.919	198260.877	213.309	845.927	551.475	0.000	0.000	1.042	0.352	0.196	0.694	0.955	Adult115	data
198284.280	198577.548	296.545	967.128	534.417	0.000	0.000	1.042	0.364	0.299	1.095	0.825	Adult115	data
198600.840	198830.840	233.271	876.062	547.648	0.000	0.000	1.042	0.297	0.317	0.971	1.091	Adult115	data
198854.143	199100.711	249.918	1067.141	538.204	0.000	0.000	1.042	0.373	0.268	1.044	0.872	Adult115	data
199124.114	200667.170	1546.411	1002.758	532.129	0.000	0.000	1.042	0.336	0.552	1.905	1.167	Adult115	data
200687.213	201057.094	373.235	1031.249	524.507	0.000	0.000	1.042	0.366	0.245	0.894	1.082	Adult115	data
201077.110	201393.790	319.948	1100.134	518.505	0.000	0.000	1.042	0.339	0.214	0.748	1.037	Adult115	data
201413.725	201710.353	299.987	1137.023	520.020	0.000	0.000	1.042	0.365	0.297	1.099	1.321	Adult115	data
201733.658	202376.956	646.566	1085.521	517.652	0.000	0.000	1.042	0.294	0.178	0.860	0.850	Adult115	data
202393.641	202760.169	369.875	1119.537	518.255	0.000	0.000	1.042	0.301	0.186	0.809	0.664	Adult115	data
202780.178	203110.188	333.290	1075.196	520.646	0.000	0.000	1.042	0.326	0.203	0.996	0.877	Adult115	data
203133.469	203806.688	676.585	1010.138	520.072	0.000	0.000	1.042	0.296	0.230	0.946	0.845	Adult115	data
203833.342	204250.007	419.934	849.561	550.186	0.000	0.000	1.042	0.400	0.315	1.136	1.330	Adult115	data
204273.303	204516.630	246.597	950.399	539.564	0.000	0.000	1.042	0.375	0.341	1.160	0.973	Adult115	data
204536.582	204836.553	303.329	1023.117	536.088	0.000	0.000	1.042	0.354	0.220	0.719	1.029	Adult115	data
204859.866	205946.360	1089.861	1113.764	531.629	0.000	0.000	1.042	0.319	0.488	1.498	1.109	Adult115	data
205966.413	206609.619	646.562	1027.059	517.741	0.000	0.000	1.042	0.314	0.337	1.175	1.052	Adult115	data
206632.916	206952.946	323.286	1121.161	512.208	0.000	0.000	1.042	0.343	0.252	0.820	0.997	Adult115	data
206972.874	207669.464	699.936	1040.775	518.498	0.000	0.000	1.042	0.328	0.450	1.597	1.106	Adult115	data
207692.775	207922.750	233.328	1127.490	513.753	0.000	0.000	1.042	0.303	0.170	0.727	0.839	Adult115	data
207946.065	208156.002	213.311	1023.733	512.152	0.000	0.000	1.042	0.265	0.168	0.620	0.774	Adult115	data
208172.701	208492.718	323.274	988.830	530.880	0.000	0.000	1.042	0.365	0.247	0.981	0.955	Adult115	data
208519.366	208795.943	279.945	825.838	550.366	0.000	0.000	1.042	0.382	0.242	0.741	1.106	Adult115	data
208825.971	209249.236	426.633	1036.278	529.023	0.000	0.000	1.042	0.345	0.241	1.213	0.841	Adult115	data
209272.524	209429.189	160.023	925.542	541.428	0.000	0.000	1.042	0.384	0.302	0.902	1.015	Adult115	data
209452.493	209665.814	216.664	835.570	559.634	0.000	0.000	1.042	0.393	0.244	0.687	1.041	Adult115	data
209845.746	210192.430	350.043	1114.993	530.192	1.000	0.000	1.042	0.309	0.636	1.375	1.269	Adult115	data
210209.117	210385.705	179.947	1060.221	550.766	0.000	0.000	1.042	0.303	0.267	0.727	0.989	Adult115	data
210405.748	210659.034	256.564	1005.178	547.399	0.000	0.000	1.042	0.260	0.116	0.603	0.560	Adult115	data
210682.334	211415.564	736.588	970.084	521.781	0.000	0.000	1.042	0.310	0.344	1.373	1.096	Adult115	data
211462.258	211692.162	233.250	1432.401	329.078	0.000	0.000	1.042	0.278	0.227	0.831	1.099	Adult115	data
211712.195	212338.729	629.876	1512.196	266.554	0.000	0.000	1.042	0.274	0.333	1.547	0.872	Adult115	data
212378.798	212548.673	173.236	993.697	462.489	0.000	0.000	1.042	0.303	0.283	1.004	0.909	Adult115	data
212568.717	213385.257	819.901	976.250	490.922	0.000	0.000	1.042	0.362	0.679	1.680	1.489	Adult115	data
213441.917	214221.841	783.168	416.883	281.595	0.000	0.000	1.042	0.242	0.149	0.732	0.802	Adult115	data
214285.106	215411.576	1129.806	964.175	507.887	0.000	0.000	1.042	0.326	0.510	1.848	1.325	Adult115	data
215468.227	216211.526	746.556	398.289	896.083	0.000	0.000	1.042	0.261	0.323	0.886	1.134	Adult115	data
216254.759	216414.761	163.364	909.152	548.180	0.000	0.000	1.042	0.373	0.631	0.869	2.149	Adult115	data
216431.450	217231.310	803.213	959.706	522.697	0.000	0.000	1.042	0.382	0.626	1.781	1.141	Adult115	data
217274.644	218147.838	876.560	409.231	850.732	0.000	0.000	1.042	0.241	0.243	1.333	0.738	Adult115	data
218207.856	218404.495	199.998	955.047	469.713	0.000	0.000	1.042	0.241	0.166	0.877	0.808	Adult115	data
218424.427	218594.419	173.340	965.421	501.742	0.000	0.000	1.042	0.266	0.176	0.711	0.753	Adult115	data
218601.124	219277.697	679.824	966.146	471.516	0.000	0.000	1.042	0.357	0.389	1.133	1.588	Adult115	data
219291.021	219430.993	143.333	953.541	437.701	0.000	0.000	1.042	0.424	0.249	0.888	0.939	Adult115	data
219480.943	220317.522	839.938	1516.590	228.268	0.000	0.000	1.042	0.274	0.304	1.524	0.938	Adult115	data
220367.470	220570.813	206.707	918.986	446.812	0.000	0.000	1.042	0.334	0.283	0.690	1.071	Adult115	data
220590.770	221200.690	613.268	960.354	469.144	0.000	0.000	1.042	0.407	0.362	1.318	1.291	Adult115	data
221223.990	221447.382	226.665	1005.360	422.145	0.000	0.000	1.042	0.390	0.316	0.770	1.757	Adult115	data
221493.975	222153.873	663.225	1504.907	261.453	0.000	0.000	1.042	0.240	0.257	1.133	1.334	Adult115	data
222217.226	222443.869	230.001	955.752	430.937	0.000	0.000	1.042	0.383	0.315	1.037	1.011	Adult115	data
222460.556	223247.078	789.795	948.798	468.473	0.000	0.000	1.042	0.410	0.529	1.346	1.724	Adult115	data
223293.671	223623.663	333.351	469.426	290.920	0.000	0.000	1.042	0.256	0.145	0.758	0.626	Adult115	data
223643.708	224193.629	553.178	402.985	262.925	0.000	0.000	1.042	0.265	0.219	1.165	0.831	Adult115	data
224246.929	224406.845	163.262	928.244	458.658	0.000	0.000	1.042	0.499	0.390	1.224	1.296	Adult115	data
224426.883	224823.502	399.980	986.561	475.930	0.000	0.000	1.042	0.414	0.417	1.297	1.756	Adult115	data
224846.795	225406.679	563.245	941.127	507.715	0.000	0.000	1.042	0.429	0.305	1.293	1.361	Adult115	data
225476.664	225856.599	383.297	432.540	868.845	0.000	0.000	1.042	0.243	0.173	0.896	0.957	Adult115	data
225880.007	226369.907	493.267	401.465	867.438	0.000	0.000	1.042	0.258	0.179	1.049	0.715	Adult115	data
226439.896	226893.177	456.644	962.568	493.593	0.000	0.000	1.042	0.372	0.370	1.109	1.779	Adult115	data
226906.509	227426.411	523.269	983.447	469.025	0.000	0.000	1.042	0.352	0.234	0.862	0.951	Adult115	data
227473.110	227899.642	429.879	445.956	302.069	0.000	0.000	1.042	0.263	0.192	0.905	0.917	Adult115	data
227919.676	228259.635	343.234	410.012	271.434	0.000	0.000	1.042	0.229	0.129	0.578	0.710	Adult115	data
228312.938	229256.114	946.548	963.960	467.266	0.000	0.000	1.042	0.457	0.707	1.947	2.550	Adult115	data
229276.080	229412.784	139.978	1030.695	452.660	0.000	0.000	1.042	0.305	0.225	1.049	0.809	Adult115	data
229459.361	230285.984	829.904	1539.681	254.832	0.000	0.000	1.042	0.278	0.173	1.277	1.066	Adult115	data
230345.889	230529.215	186.693	983.114	430.116	0.000	0.000	1.042	0.334	0.215	0.905	0.763	Adult115	data
230549.247	231422.450	876.555	972.725	471.003	0.000	0.000	1.042	0.413	0.491	1.696	1.622	Adult115	data
231499.155	232182.331	686.543	410.081	833.234	0.000	0.000	1.042	0.456	0.351	0.899	2.774	Adult115	data
232232.276	232405.622	176.700	904.650	476.069	0.000	0.000	1.042	0.285	0.280	1.041	0.895	Adult115	data
232425.656	233172.213	749.805	972.349	468.160	0.000	0.000	1.042	0.409	0.368	1.238	2.224	Adult115	data
233198.867	233428.752	233.257	975.421	435.653	0.000	0.000	1.042	0.373	0.231	0.924	0.868	Adult115	data
233482.167	233872.076	393.251	1567.252	858.199	0.000	0.000	1.042	0.454	0.585	1.162	2.484	Adult115	data
233885.402	234102.079	219.954	1543.052	828.453	0.000	0.000	1.042	0.614	1.155	1.563	3.314	Adult115	data
234145.305	234298.710	156.675	1099.772	552.016	0.000	0.000	1.042	0.626	0.848	0.848	2.946	Adult115	data
234322.006	235411.886	1093.124	976.359	494.024	0.000	0.000	1.042	0.359	0.314	1.485	2.017	Adult115	data
235478.510	236261.703	786.533	424.887	844.986	0.000	0.000	1.042	0.313	0.439	1.431	1.243	Adult115	data
236308.376	236561.673	256.656	902.935	529.051	0.000	0.000	1.042	0.350	0.277	0.938	0.951	Adult115	data
236581.636	237448.207	869.927	971.054	492.962	0.000	0.000	1.042	0.393	0.368	1.518	1.420	Adult115	data
237504.865	237811.462	309.952	415.470	818.093	0.000	0.000	1.042	0.293	0.167	0.759	0.839	Adult115	data
237824.785	238298.118	476.597	396.996	843.974	0.000	0.000	1.042	0.347	0.259	1.095	1.665	Adult115	data
238354.779	239417.895	1066.478	985.697	480.863	0.000	0.000	1.042	0.339	0.451	1.626	1.489	Adult115	data
239471.190	239824.493	356.658	441.833	316.547	0.000	0.000	1.042	0.253	0.156	0.707	0.893	Adult115	data
239844.530	240374.413	533.238	412.687	277.062	0.000	0.000	1.042	0.247	0.154	0.816	0.771	Adult115	data
240421.104	240680.999	263.260	912.563	473.361	0.000	0.000	1.042	0.371	0.264	1.083	1.124	Adult115	data
240704.410	241137.648	436.602	968.060	486.419	0.000	0.000	1.042	0.391	0.306	1.151	1.427	Adult115	data
241164.302	241410.898	249.932	925.570	528.346	0.000	0.000	1.042	0.355	0.246	0.925	1.225	Adult115	data
241470.898	242317.435	849.898	1582.664	862.097	0.000	0.000	1.042	0.363	0.362	1.325	1.452	Adult115	data
242387.435	242800.744	416.572	987.006	507.567	0.000	0.000	1.042	0.382	0.330	1.000	1.287	Adult115	data
242820.676	243367.258	549.925	948.501	493.801	0.000	0.000	1.042	0.380	0.353	1.491	1.076	Adult115	data
243427.263	244177.166	753.274	1555.622	198.121	0.000	0.000	1.042	0.263	0.208	1.237	0.975	Adult115	data
244190.500	244317.150	129.991	1539.134	225.658	0.000	0.000	1.042	0.248	0.171	0.548	0.831	Adult115	data
244370.448	245263.694	896.493	969.158	484.863	0.000	0.000	1.042	0.360	0.444	1.191	1.726	Adult115	data
245340.297	245516.988	179.957	464.625	859.933	0.000	0.000	1.042	0.425	0.351	0.814	1.707	Adult115	data
245536.937	246246.859	713.282	403.821	849.800	0.000	0.000	1.042	0.372	0.343	1.257	2.709	Adult115	data
246300.160	246513.480	216.677	886.772	533.967	0.000	0.000	1.042	0.416	0.672	1.456	2.034	Adult115	data
246536.786	247003.385	469.958	966.315	504.132	0.000	0.000	1.042	0.325	0.303	1.265	1.126	Adult115	data
247023.427	247446.703	426.523	1026.077	499.298	0.000	0.000	1.042	0.461	0.382	1.138	2.417	Adult115	data
247503.363	248059.892	559.889	385.714	873.951	0.000	0.000	1.042	0.268	0.233	1.132	1.543	Adult115	data
248123.272	248403.217	283.187	933.653	518.157	0.000	0.000	1.042	0.422	0.396	1.274	1.856	Adult115	data
